text,label
"HMS Ben-my-Chree (Manx: ""Woman of My Heart"") was a packet steamer and a Royal Navy (RN) seaplane carrier of the First World War. She was originally built in 1907 by Vickers for the Isle of Man Steam Packet Company and was intended for use on the England–Isle of Man route.  She was the third vessel to bear her name. To this day Ben-my-Chree holds the crossing speed record from Liverpool to Douglas for a steamship at under three hours. She was chartered by the RN at the beginning of 1915 and participated in several abortive attacks on Germany in May. The ship was transferred to the Dardanelles in June to support the Gallipoli Campaign. One of her aircraft made the first ship-launched aerial torpedo attack on a ship in August. After Gallipoli was evacuated at the end of the year, Ben-my-Chree became flagship of the East Indies and Egypt Seaplane Squadron that operated in the Eastern Mediterranean, performing reconnaissance missions and attacking Turkish facilities and troops. She was sunk by Turkish artillery while anchored at the recently occupied island of Kastellorizo in early 1917, five members of her crew being injured. The ship was salvaged in 1920 and broken up in 1923. Ben-my-Chree was the only aviation vessel of either side sunk by enemy action during the war.",1
"Akiem Jamar Hicks (born November 16, 1989) is an American football defensive end for the Detroit Lions of the National Football League (NFL). He played college football at Cleveland State.

Hicks was drafted in the fourth round of the 2011 NFL Draft by the Chicago Bears. He has also played for the Houston Texans, New England Patriots, and Detroit Lions.

Hicks attended Cleveland State University. He started all 26 games he played in his four-year career, recording 122 tackles, 20 sacks and six forced fumbles.

Hicks was drafted by the Chicago Bears in the fourth round (113th overall) of the 2011 NFL Draft. On September 3, 2014, Hicks was waived by Chicago.

On September 5, 2014, Hicks was signed to the Houston Texans' practice squad. He was promoted to the active roster on October 9, 2014. He played in eight games for Houston and recorded one tackle before being released on November 6, 2014.

On November 14, 2014, Hicks was signed to the New England Patriots' practice squad. He was promoted to the active roster on December 2, 2014. He played in seven games for New England and recorded two tackles before being released on December 22, 2014.

On December 27, 2014, Hicks was signed to the Detroit Lions' practice squad. He was promoted to the active roster on December 29, 2014. He played in all 16 games for Detroit and recorded 33 tackles (19 solo), 5 sacks, two forced fumbles and a fumble recovery",0
"Akiem Jamar Hicks (born November 16, 1989) is an American football defensive end for the Chicago Bears of the National Football League (NFL). He was drafted by the New Orleans Saints in the third round of the 2012 NFL Draft and has also played for the New England Patriots. He played college football at Sacramento City College and at the University of Regina. Early years
A native of Sacramento, California, Hicks was born in Elk Grove, attended Del Campo High School in Fair Oaks, and began his college career at Sacramento City College. After the 2008 season, he was rated as a top junior college player and signed to play at LSU. However, recruiting violations by LSU made him ineligible for the 2009 season; unable to transfer to another American football program, he went to work at a DirecTV call center in Colorado Springs, Colorado while he considered his next move. Hicks had an offer to play for the Toronto Argonauts of the Canadian Football League, but decided instead to continue his education and college football career with the Regina Rams of the Canada West Universities Athletic Association. After his first season at Regina, he was drafted by the Omaha Nighthawks of the United Football League, but again decided to stay in college.  In his second year at Regina, he made 42 tackles and 6 1/2 sacks and was named the CWUAA's top lineman. A strong performance in the East-West Shrine Game increased his profile with NFL scouts.",1
"Pamela J. Peters is an Indigenous multimedia artist and filmmaker. She is the daughter of leaders of the Muscogee (Creek) Nation, and was raised in Muscogee (Creek) Nation territory in Oklahoma.

Pamela J. Peters was born on October 2, 1972, in Muscogee (Creek) Nation territory in Oklahoma. She is the daughter of leaders of the Muscogee (Creek) Nation, and was raised in Muscogee (Creek) Nation territory.

Peters began her artistic career in 1990 as a sculptor, working primarily with clay and bronze. In the early 2000s she began working with digital media, creating films, music videos, and photo albums. Her work has been exhibited internationally, including at the Venice Biennale in 2009 and the Whitney Museum of American Art in New York City in 2012.

Peters is an outspoken advocate for Indigenous arts and culture. She has spoken on behalf of her people at international conferences, and has served as an adviser to the Canadian government on Indigenous arts policy. In 2014 she received the Order of Canada for her contributions to art and culture.",0
"Pamela J. Peters is an Indigenous multimedia documentarian from the Navajo Nation. She produces films and photography exhibitions that deconstruct stereotypes of Native Americans in the mainstream media. Recent projects include “Legacy of Exiled NDNZ,” inspired by the 1961 Kent Mackenzie film The Exiles, which examines the inter-generational impact of the  Indian Relocation Act of 1956 in historical and contemporary Los Angeles, and “Real NDNZ Re-Take Hollywood,” which recreates iconic movie star portraits from the days of classical Hollywood cinema featuring contemporary Native American actors. Pamela was born to the Tachii’nii clan (Red Running into the Water, her mother's clan), and born for the Ti’aashcí’í clan (Red Bottom People, her father's clan). She moved to Los Angeles from the reservation when she was 17. She eventually matriculated at UCLA where she graduated with a BA degree in American Indian Studies and Film and Television Studies in 2011. She has spoken and exhibited work at numerous academic and cultural institutions, and her photographs have been published profusely. Her poem, ""My Once Life,"" won the 2016 Button Poetry Video Contest. Pamela's work was recently featured in the February/March issue of ""Cowboys and Indians"" along with an interview of Tommy Orange.",1
"Sugar Hill is a historically middle class African American community located in Jacksonville, Florida. The community is located on a hill that overlooks the St. Johns River and Downtown Jacksonville. The area was first developed as a plantation in the late 1800s, and was known as ""Sugar Hill Plantation"". The community began to develop after World War II, and by the 1970s had a population of about 5,000 people. Today, Sugar Hill is a primarily residential community with a small commercial district.

Sugar Hill is located in Jacksonville, Florida on a hill that overlooks the St. Johns River and Downtown Jacksonville. The area was first developed as a plantation in the late 1800s, and was known as ""Sugar Hill Plantation"". The community began to develop after World War II, and by the 1970s had a population of about 5,000 people. Today, Sugar Hill is a primarily residential community with a small commercial district.

The community is made up of predominately African American families who have lived there for generations. Sugar Hill is known for its strong community ties and its residents are often very active in their local churches and other organizations. The area has seen some recent development due to its location near Downtown Jacksonville and the St. Johns River, but remains primarily residential with a small commercial district.",0
"Sugar Hill is a historically middle class and predominantly African American neighborhood in Jacksonville, Florida. It was established in the 1800s, was thriving by the end of the 19th century. It was largely destroyed by construction of the Jacksonville Expressway (now part of I-95), redevelopment plans including the expansion of a public hospital, as well as the end of segregation into the 1960s. History
The community included professionals such as doctors, lawyers, teachers, builders, clergy, morticians, and railroad employees. It began as a suburb serviced by a streetcar line and was home to various prominent residents including Abraham Lincoln Lewis, owner and founder of the Afro-American Life Insurance Co.; Henry Tookes, a pastor; Charles Anderson, owner of Anderson Bank; S. A. Brookins, home builder; Emmet Washington, a doctor; [Cecilia Washington Carr, an illustrator; Old Stanton High School graduate “Hoss” Singleton, a songwriter who wrote “Strangers in the Night” and built a home for his mom in Sugar Hill;  William Raines, a high school principal; William Redmond, a doctor;  Joseph H. Blodgett, a builder; Robert Butler, a pharmacist; and Sara Blocker, a schoolteacher who took the Duval County school system to court on behalf of African-American teachers. ",1
"Brandon Nakashima (born August 3, 2001) is an American professional ice hockey player. He is currently playing with the Syracuse Crunch of the American Hockey League (AHL).

Nakashima was drafted by the Tampa Bay Lightning in the first round, 12th overall, of the 2018 NHL Entry Draft.",0
"Brandon Nakashima (born August 3, 2001) is an American professional tennis player. He has been ranked as high as world No. 62 in singles by the Association of Tennis Professionals (ATP), which he first achieved in November 2021. He also reached a career-high doubles ranking of No. 396 that same month. As a junior, Nakashima was ranked as high as No. 3 in the world. In 2018, he won two titles on the International Tennis Federation (ITF) junior circuit and went on to win that year's ITF Junior Masters, the year-end tournament for the top-ranked junior singles players. He later enrolled at the University of Virginia to play collegiate tennis, but chose to forgo his remaining years of eligibility after his first year. As a professional, Nakashima broke into the top 100 in August 2021 after reaching his first two ATP Tour finals. His breakout success qualified him for the 2021 Next Generation ATP Finals, the year-end tournament for the top-ranked singles players aged 21 and under, where he made it to the semifinals, and he closed the season at a career-high ranking of No. 62.",1
"Thaumaci or Thaumacus , was a town in ancient Arcadia, in the territory of Pheneus. It was situated on the river Acheron, about two stadia from the sea-shore, and about four from the river Alpheus. Thucydides mentions it as one of the towns in which the Peloponnesian War was chiefly carried on.

Thaumaci flourished under the government of Aristodemus, who appears to have been its founder and first ruler. Its extent is not accurately known, but it seems to have been small; for Thucydides says that it contained only two hundred houses, while Pliny puts its population at seven thousand five hundred. Thucydides also mentions that there were two temples in it, one to Apollo and the other to Hermes Trismegistus.

The town was captured by Antiochus III in 188 BC, after a long siege, and was subsequently destroyed.",0
"Thaumaci or Thaumacus , was a town and polis (city-state) of Phthiotis in Ancient Thessaly, was situated on the pass called Coela, on the road from Thermopylae and the Maliac Gulf passing through Lamia. The modern city of Domokos occupies its site. At this place, says Livy, the traveller, after traversing rugged mountains and intricate valleys, comes suddenly in sight of an immense plain like a vast sea, the extremity of which is scarcely visible. From the astonishment which it excited in the traveller, the city was supposed to have derived its name. It stood upon a lofty and precipitous rock. It was besieged by Philip V of Macedon in 199 BCE; but a reinforcement of Aetolians having made their way into the town, the king was obliged to abandon the siege. Thaumaci was taken by the consul Acilius in the war with Antiochus, 191 BCE. The modern town of Domokos occupies the site of Thaumaci, and at this place inscriptions were found containing the ancient name. Its situation and prospect are in exact accordance with the description of Livy, who copied from Polybius, an eye-witness. William Martin Leake observes that ""at the southern end of the town a rocky point, overtopping the other heights, commands a magnificent prospect of the immense plain watered by the Peneius and its branches."" The town was Christianised at an early date and a bishopric was set up (see Thaumacensis).",1
"Doug de Vries (born 26 July 1960) is a Belgian economist, currently a professor at KU Leuven. He is known for his work on health economics, labour economics, and public economics.

De Vries earned his undergraduate degree from the University of Louvain-la-Neuve in 1983, and his doctorate from the University of Cambridge in 1988. He has been a professor at KU Leuven since 2004.

De Vries' research focuses on health economics, labour economics, and public economics. His work has been published in journals such as ""The Quarterly Journal of Economics"", ""The American Economic Review"", and ""The Review of Economic Studies"".
",0
"Doug de Vries (born 26 July 1960) is an Australian guitarist working in Melbourne, Victoria. He studied jazz guitar with Bruce Clarke and classical guitar under Jochen Schubert and began playing professionally at the age of 18. He undertook a degree in Music at La Trobe University between 1983 and 1987 joining the Australian Jazz Orchestra a year later. de Vries performs in a variety of styles including jazz, choro, tango and bossa nova and is Australia's leading exponent of the Brazilian guitar repertoire. He has recorded numerous albums of original works and classic Brazilian repertoire, along with performers including Australian artists James Morrison, Paul Grabowsky, Don Burrows, Kate Ceberano, and Judy Jacques, as well as international artists Yamandu Costa, Luciana Rabello, Jorginho do Pandeiro, Hermeto Pascoal,  Mauricio Carrilho, Nailor Proveta and Lula Galvao. He worked with Paul Grabowsky on the Channel 7 program 'Tonight Live with Steve Vizard' over three years in the 1990s. In July 1991 he won the Australian Jazz & Blues Award for ""Australia's Best Jazz Guitarist"".",1
"The Make-Up is an American post-punk band from Chicago, Illinois. Active from 1978 to 1992, the band was one of the earliest American bands to combine punk rock with heavy metal and progressive rock influences.

Formed in 1978, the Make-Up quickly became one of the leading lights of Chicago's burgeoning post-punk scene. Their blend of punk energy and heavy metal intensity placed them firmly at the forefront of a movement that was beginning to take shape in the city. 

The Make-Up's self-titled debut album was released in 1980 and quickly established them as one of Chicago's most popular and influential bands. The album was well received by both critics and fans alike, earning them a reputation as one of the city's most promising new bands. 

The following year saw the release of their second album, which saw the band expanding their sound further into progressive territory. The album was again well received by both fans and critics, and cemented the Make-Up's position as one of Chicago's leading post-punk outfits. 

In 1982, the Make-Up released their third album, which marked a significant change in direction for the band. Recorded at Studio 4 in London with production by David Bowie producer Tony Visconti, the album saw the band abandoning their punk roots in favour of a more experimental sound. 

Released in 1984, the album failed to achieve the same level of commercial success as their previous work, but it has since been recognised as one of the finest",0
"The Make-Up is an American post-punk band from Washington, D.C. formed in 1995, consisting of ex-Nation of Ulysses frontman Ian Svenonius on vocals, James Canty on guitar and organ, Steve Gamboa on drums, and Michelle Mae on bass guitar.  The Make-Up were joined in late 1999 by a fifth member, Alex Minoff (of the groups Golden and Extra Golden), who played guitar with the group until the band's dissolution in early 2000. The Make-Up combined garage rock, soul, and a self-styled liberation theology to make a new genre they called ""Gospel Yeh-Yeh"".  This style led to an emphasis on live performances and interaction between the band and their audience, incorporating the audience into the performances as a ""fifth member"", creating what one reviewer described as """"highly energetic and participatory live shows"". Parallel to the band's gospel musical stylings, the Make-Up produced music under a communism-influenced political philosophy that they saw as counter to the capitalist form of modern rock and roll and pop music.",1
"Jos Museum is a museum in Jos, Nigeria. The museum was established in 1978 and has a collection of over 400,000 items. The museum is open to the public from Monday to Friday 8:00am to 4:00pm and on Saturday 9:00am to 2:00pm.

The Jos Museum was established in 1978 and has a collection of over 400,000 items. The museum is open to the public from Monday to Friday 8:00am to 4:00pm and on Saturday 9:00am to 2:00pm. The museum has a collection of artefacts from across Jos region, with a particular focus on the history and culture of the Jos people. The museum also has a library with over 10,000 volumes.",0
"Jos Museum is a museum in Jos, Nigeria. The museum was established in 1952 by Bernard Fagg and was originally the National Museum. It is an important centre of research into the prehistoric culture of Nigeria, and was recognized as one of the best in the country but fell into ruin. The Pottery Hall in the museum has an exceptional collection of finely crafted pottery from all over Nigeria. The museum boasts some fine specimens of Nok terracotta heads and artifacts dating from between 500 BC to AD 200. It also incorporates the Museum of Traditional Nigerian Architecture with life-size replicas of a variety of buildings, from the walls of Kano and the Mosque at Zaria to a Tiv village. Articles of interest from colonial times relating to the railway and tin mining can also be found on display. A School for Museum Technicians is attached to the museum, established with the help of UNESCO. The Jos Museum is also located beside the zoo. References",1
"Carol Steen is an artist, writer and curator. She has exhibited her work in galleries and museums across the United States and in Europe, where she was a recipient of the prestigious Ernst Ludwig Kirchner Foundation grant.

Steen was born on October 30, 1951, in Brooklyn, New York. She received her B.A. from Barnard College in 1973 and her M.F.A. from Yale University in 1976. She has been teaching at Yale since 1978.

Steen's art is autobiographical, reflecting her experiences as a lesbian and as an artist working within the contemporary art context. Her paintings, drawings and sculpture are often imbued with a sense of humor and irony, which has often drawn comparisons to the work of Jean-Michel Basquiat.

Steen has been the recipient of numerous awards, including a Pollock-Krasner Foundation Award in 1984, a Guggenheim Fellowship in 1987 and a MacArthur Fellowship in 2002. In 2010 she was awarded a Presidential Medal of Freedom by Barack Obama.",0
"Carol Steen is an artist, writer and curator who lives and works in New York. She has had over 20 solo gallery exhibitions, her first solo exhibition in 1973 was at the Detroit Institute of Arts, and her work has been in over 50 group exhibitions including shows at the Philadelphia Museum of Art, the Brookgreen Gardens Museum in South Carolina, the Cranbrook Museum in Michigan, and the DeCordova Museum in Massachusetts. Steen's work has also been exhibited at the Theatre for a New Audience in Brooklyn, NY, the Museum of Modern Art of Ukraine, and Wayne State University, Detroit, Michigan. Steen has been the recipient of fellowships from the MacDowell Colony in Peterborough, New Hampshire; the Printmaking Workshop in New York City; and the New York Foundation for the Arts (NYFA); among others. 
Her work is in the collections of several public art collections including the Detroit Institute of Arts, the Robert McGlaughlin Gallery in Canada, and the Library of Congress.",1
"Frank John Viola Jr. (born April 19, 1957) is an American actor, voice actor, and producer. He is known for his roles as Philip K. Dick in Blade Runner 2049 and as Frank Castle/The Punisher on the Marvel Cinematic Universe.

Viola was born in Queens, New York City, to Frank John Viola Sr., a truck driver, and Dorothy Viola (née Payne), a homemaker. He has two brothers, Michael and Thomas. As a child, he wanted to be a comic book artist, but his parents did not approve of this career choice. Viola attended John Adams High School in Queens before transferring to the School of Visual Arts in Manhattan. While attending the School of Visual Arts, he performed in improvisational comedy troupes at The Second City in Chicago.

Viola began his acting career in the late 1970s, appearing in episodes of popular television shows such as CHiPs and The Sopranos. In the early 1990s, he gained recognition for his roles as Philip K. Dick in the Blade Runner 2049 film adaptation and as Frank Castle/The Punisher on the Marvel Cinematic Universe television series. He has since appeared in supporting roles in films such as Don Verdean and Daddy's Home 2.",0
"Frank John Viola Jr. (born April 19, 1960) is an American former starting pitcher in Major League Baseball who played for the Minnesota Twins (1982–1989), New York Mets (1989–1991), Boston Red Sox (1992–1994), Cincinnati Reds (1995), and Toronto Blue Jays (1996). A three-time All-Star, he was named World Series MVP with the Twins in 1987 and won the AL Cy Young Award in 1988. He is the pitching coach of the High Point Rockers. He batted and threw left-handed, and he was nicknamed ""Sweet Music"" – a nickname he picked up after a Minnesota sports writer declared that when Viola pitched, there was ""Sweet Music"" in the Hubert H. Humphrey Metrodome. The nickname was a play on the fact that his last name is also a name of a musical instrument, although pronounced differently. A fan began displaying a banner bearing the phrase in the outfield's upper deck whenever Viola pitched. Twins fans considered the banner to be a good luck charm.  The banner is now the property of the Minnesota Historical Society. It was again displayed when Viola was inducted into the Twins Hall of Fame. He was honored as a member of the Twins' ""All Dome"" team in 2009.",1
"Liah Greenfeld is an Israeli-American Russian-Jewish interdisciplinary artist and writer. She is the author of six books, most recently ""The Master's Tools Will Never Dismantle the Master's House"" (Metropolitan Books, 2017).

Born in Tel Aviv in 1967, Greenfeld was raised in Jerusalem and Moscow, where her father was a professor of Russian literature at Moscow State University. After completing her undergraduate studies at Tel Aviv University, she moved to New York City, where she completed her graduate studies at Columbia University.

Greenfeld's work spans painting, sculpture, installation, writing, and video. Her first book, ""Mapping the World: Art and Cartography since 1500"", was published in 1999. Her other books include ""The Artist's Book"" (2006), ""The Unknown Master: The Paintings of Liah Greenfeld"" (2013), ""The Master's Tools Will Never Dismantle the Master's House"" (2017), and ""A Map of Home: One Woman's Journey from Exile to Redemption"" (2018).

Greenfeld has been awarded fellowships from the Guggenheim Foundation, the Rockefeller Foundation Bellagio Center for Visual Arts Fellowship, and the Pollock-Krasner Foundation. In 2018 she was awarded an honorary doctorate from Brown University.",0
"Liah Greenfeld is an Israeli-American Russian-Jewish interdisciplinary scholar engaged in the scientific explanation of human social reality on various levels, beginning with the individual mind and ending with the level of civilization. She has been called ""the most iconoclastic""  of contemporary sociologists and her approach represents the major alternative to the mainstream approaches in social science. Throughout her analyses, she emphasizes the empirical foundation of claims that she makes about human thought and action, underlining the importance of logical consistency between different sources of evidence as well as between the many interrelated hypotheses that come together to help us explain complex human phenomena. Because our thought and action are rarely limited to one, conveniently isolated sphere of human existence but rather occur within the context of more than one area of our reality at the same time (e.g. the political, the religious, the economic, the artistic, etc.) Greenfeld highlights the fact that an empirical study of humanity must necessarily be interdisciplinary. Best known for her trilogy on nationalism -- Nationalism: Five Roads to Modernity (Harvard University Press, 1992), The Spirit of Capitalism: Nationalism and Economic Growth (Harvard University Press, 2001) and Mind, Modernity, Madness: The Impact of Culture on Human Experience (Harvard University Press, 2013), Greenfeld has studied and written about the entire range of modern social reality, including art, literature, science, religion, love, mental illness, ideological politics, economic competition, and so on.",1
"Nina Barr Wheeler (September 3, 1909 – March 12, 1993) was an American biblical scholar and archaeologist. Wheeler was notable for her work on the Dead Sea Scrolls, the Book of Mormon, and early Christianity.

Wheeler was born in 1909 in Kirtland, Ohio. She received her undergraduate degree from Smith College in 1931 and her graduate degree from Columbia University in 1935. She worked as a teacher before becoming a professor at Brigham Young University (BYU) in 1958. Wheeler served as the chairman of BYU's Department of Archaeology from 1962 to 1978. She retired from BYU in 1978 and died in 1993.

Wheeler was known for her work on the Dead Sea Scrolls, the Book of Mormon, and early Christianity. She published more than 60 books and articles on these topics. Her most notable works include The Dead Sea Scrolls: A New Reading (1955), The Book of Mormon: An Ancient American Scripture (1957), and The First Christians: Their Origins and Development (1977).",0
"Nina Barr Wheeler (September 3, 1909 – May 1, 1978) was an American artist. She worked with Hildreth Meiere on many of her murals, and also was a painter of Catholic religious art. She studied painting at the Art Students League of New York, and the American School in Fontainebleau, France. She painted two murals for the 1940 World's Fair in New York, and was a member of the Architectural League of New York and the National Society of Mural Painters. She designed stained glass windows for the National Cathedral in Washington, DC and murals for the interior of The Tavern on the Green restaurant in New York City. She was most active during the Depression and World War II, and designed many religious triptychs, which were used as portable altars for the armed forces. One of her works can be found in the Smithsonian American Art Museum. In the 1950s and 60s, she taught in the Art Department at Manhattanville College under her married name of Nina Blake. She was married to Hugh Hastings Blake (1903-1970). Moving from Manhattan, she purchased a building site in Newtown, CT in the late 1940s, where she built her own house on  of land, which she named ""Topside,"" and designed maps for the city of Newtown, and was active in social and political affairs in the community. She died in May, 1978. Her nephew is the writer and filmmaker Wheeler Winston Dixon.",1
"The discography of American ambient musician Bradford Cox consists of six studio albums, one live album, one compilation album, and nineteen singles.

Cox was born in Gainesville, Florida in 1970. He started playing guitar at the age of twelve and soon began writing his own material. He was heavily influenced by the shoegaze and post-rock movements of the early 1990s, which led him to start his own label, Kranky, in 1997. After signing a contract with 4AD in 1999, Cox released his debut album, ""The Emotional Void"". The album received critical acclaim and helped to establish Cox as one of the leading ambient musicians of his time. In 2001 he released ""The Moon's Return"", which reached number fourteen on the Billboard 200 chart.

Cox's second album, ""Stories from the City, Stories from the Sea"", was released in 2003 and featured collaborations with artists such as Thurston Moore and Anohni. The album received positive reviews and peaked at number four on the Billboard 200 chart. In 2004 he released ""The Great Eastern"", which featured contributions from Sonic Youth's Thurston Moore and Kim Gordon. The album was well-received by critics and reached number three on the Billboard 200 chart. In 2005 he released ""The Future Days"", which featured contributions from Mogwai's Stuart Braithwaite and TV on the Radio's Tunde Adebimpe. The album reached number two on the Billboard 200 charts and was nominated for a Grammy Award for Best Alternative",0
"The discography of American ambient musician Bradford Cox includes his work with Deerhunter, the band he cofounded with drummer Moses Archuleta in 2001, and his solo efforts as Atlas Sound.  With Deerhunter, Cox has released four studio albums and two extended plays, and as Atlas Sound he has released two albums, several vinyl singles and splits, and over fifty individual tracks on his blog.  Cox was born in 1982 in Athens, Georgia, and has used the name ""Atlas Sound"" to refer to his own music since he was a child, when he recorded on a tape player created by the company Atlas Sound.  He is known for having the genetic disorder Marfan syndrome and his live performances with Deerhunter during 2007, in which he would come out on stage in dresses and covered in fake blood. Cox released his first full-length album as Atlas Sound in 2008, entitled Let the Blind Lead Those Who Can See but Cannot Feel.  In 2009, this was followed by Logos, which leaked onto the Internet two months before its release.  Cox almost ceased production on the record in response, later saying ""I did not react well to the leak, in retrospect. It became the kind of internet-fueled drama that I was quickly learning to despise.""  Let the Blind Lead peaked at #32 on Billboard magazine's Top Heatseekers chart, while Logos was Cox's first release as Atlas Sound to chart on the Billboard 200.",1
"Jitendra Satish Awhad is an Indian Politician who is a member of the Indian National Congress. He has been a Member of the Rajya Sabha, the upper house of the Indian Parliament since 2008.
    Jitendra Satish Awhad was born in a poor family on 1 December 1952 in Bhopal, Madhya Pradesh, an state in central India. After completing his schooling from Saint Mary's School, Bhopal, he pursued his higher education at the University of Delhi and obtained a Bachelor of Arts degree in Political Science in 1974. He then attended the University of Edinburgh, where he obtained a Master of Arts degree in International Relations in 1976.
    Returning to India, Awhad started his political career by becoming an office-bearer with the student wing of the Congress party. He was later elected to the Madhya Pradesh Legislative Assembly as a Congress party candidate from the Dhar district in 1984. He served as Minister for Heavy Industries and Public Sector Enterprises (HMIS) in the state government led by Chief Minister Digvijaya Singh from 1990 to 1991. In 1996, he was elected to the Rajya Sabha, and served as Chairman of Committee on External Affairs from 1998 to 1999. In 2004, he was re-elected to the Rajya Sabha and served as Deputy Chairman of Committee on External Affairs until 2008. From 2007 to 2008, he also served as Chairman of Committee on Transport and Tourism.
    In 2008, Awhad was elected to the Rajya",0
"Jitendra Satish Awhad is an Indian Politician and Cabinet Minister for Housing, Government of Maharashtra and former guardian minister of Solapur district. He is also member of the Legislative Assembly of Maharashtra, India. He represents the Mumbra-Kalwa constituency of Thane city as a Nationalist Congress Party member in the Vidhan Sabha (lower house). He has previously served as Cabinet Minister of Medical Education and Horticulture in the Government of Maharashtra. Personal life
Awhad belongs to Vanjari caste and he follows Hinduism; He was served the Post as President of Maharashtra Youth Congress before formed of Sharad Pawar's Nationalist Congress Party and after He was appointed as First National President of Nationalist Youth Congress and Ranjitsinh Vijaysinh Mohite Patil as President of Maharashtra Pradesh Nationalist Youth Congress and Rajiv Jha appointed as First National President of Nationalist Students Congress as well as Pankaj Thackeray appointed as President of Maharashtra Pradesh Nationalist Students Congress",1
"Christian Cyrus Leben (born July 21, 1980) is an American mixed martial artist who competed in the welterweight division. He is currently signed with the UFC and compete in their lightweight division.

Leben was born in Orem, Utah, United States. He attended Orem High School and later attended Brigham Young University where he played football and wrestled.

Leben made his professional MMA debut in 2006, fighting for various regional promotions before signing with the UFC in 2010. He has compiled a record of 13–5–1 with one no contest. Leben has been nominated for the UFC's ""Fight of the Year"" award twice (2011 and 2012) and was also a finalist for the ""Performance of the Year"" award in 2011. 

On November 15, 2013, Leben was released from his contract with the UFC after testing positive for cocaine metabolites.

",0
"Christian Cyrus Leben (born July 21, 1980) is an American former mixed martial artist, referee, and bare knuckle boxer. A professional MMA competitor from 2002 until 2013, he most notably competed in the UFC in the Middleweight division, compiling a record of 12–10 in 22 appearances for the organization. Leben first appeared in the inaugural season of The Ultimate Fighter reality series, and also fought in the now-defunct WEC. He began his UFC career with five victories in a row before suffering a knockout loss to future UFC Middleweight Champion Anderson Silva, and was known for his toughness and powerful left hand. Leben was the inaugural WEC Middleweight Champion. Background
Leben is from Portland, Oregon and has one older brother and one younger sister. He grew up without his father around, and he did not even meet his father until he was 23 years old. Because of this, Leben's mother worked hard for many hours daily as a bartender so that she could support the family. Growing up Leben enjoyed skateboarding, dirt biking, and snowboarding. When he was in middle school, he began watching the UFC and became very interested in MMA. He began training in boxing, and then was on the wrestling team at Benson Polytechnic High School, picking up the sport rather quickly. Leben did not receive a very good education in his childhood, and did not know how to read or write even after graduating high school. Leben soon joined the United States Army, falsely being told by the recruiter that he would be allowed to wrestle for the army's team. When he found that he would not be allowed to wrestle for the army, Leben went AWOL and was discharged.",1
"The Waverley Reservoirs are four reservoirs, of which two are located in the Central Highlands of Tasmania, Australia. The reservoirs are part of the Hydro-Electricity Commission's (HEC) Waverley Scheme, and were constructed between 1954 and 1957.

The Waverley Reservoirs are part of the Hydro-Electricity Commission's (HEC) Waverley Scheme, and were constructed between 1954 and 1957. The reservoirs store water from the Waverley River, which is fed by snowmelt and rainfall in the Central Highlands. The reservoirs provide water for the Launceston urban area and the surrounding agricultural sector. The reservoirs are also used for recreation, including fishing, swimming, boating, and bird watching.",0
"The Waverley Reservoirs are four reservoirs, of which two are heritage-listed, located at Paul Street, Bondi Junction, Waverley Municipality, New South Wales, Australia. They were designed and built by the Public Works Department. The property is owned by Sydney Water, an agency of the Government of New South Wales. The properties were added to the New South Wales State Heritage Register on 18 November 1999 and 15 November 2002 respectively. History 
Waverley Reservoir No. 1, completed in 1887, was the last of four reservoirs built to augment the Botany Swamps Scheme (1858-1886). The other three reservoirs included: 
 Crown Street Reservoir, 1859
 Paddington Reservoir, 1864 (disused and no longer owned by Sydney Water), and 
 Woollahra Reservoir, 1880. 
However Waverley Reservoir (Elevated) was not supplied solely by Botany Swamps Water, because by 1886 the Hudson Scheme had come on line, supplying water from the Upper Nepean, prior to the completion of that Scheme in 1888. Water was pumped from Woollahra Reservoir for the first six years of its service, then from Crown Street Reservoir in 1893. From 1927 onwards Waterloo Pumping Station took over supply of the reservoir. The Waverley Reservoirs were the highest of the reservoirs intended to be supplied by Botany Swamps. However it soon became apparent that additional height was required for reticulation purposes. This led to the construction of two elevated steel tanks in 1894 (now demolished). With increasing demand, these tanks were eventually superseded by the present Waverley Reservoir (Elevated) and Waverley Reservoir No. 2, both completed in 1917. Final augmentation of supply took place in 1938 with the construction of Waverley Reservoir No. 3.",1
"Swami is a 1977 Hindi Indian romance film directed by K. Asif and produced by J. B. Lander. The film stars Shashi Kapoor, Neetu Singh and Om Prakash in the lead roles.

The film's music is composed by Laxmikant Pyarelal and the lyrics are written by Anand Bakshi.",0
